title,price,image_url
 Stangest Dermovital Omega 3-6-9 para Perro y Gato - 300 u.,49.95 €,https://www.petsonic.com/28836-large_default/dermovital-bote-omega-3-6-9-para-perro.jpg
 Urano Vet U*Derm Omega para Perro y Gato - 260 u.,97.99 €,https://www.petsonic.com/15675-large_default/u-derm-omega-para-perro-gato.jpg
 Coatex Champú Tratamiento - 0.250 L,21.99 €,https://www.petsonic.com/37258-large_default/vetplus-coatex-champu-tratamiento-para-perros-dermatologico.jpg
 Coatex Champú Tratamiento - 0.500 L,32.99 €,https://www.petsonic.com/37258-large_default/vetplus-coatex-champu-tratamiento-para-perros-dermatologico.jpg
 Bioiberica Atopivet Spot-On para perros y gatos - 16 Pipetas,42.50 €,https://www.petsonic.com/36203-large_default/atopivet-spot-on-para-perros-gatos.jpg
 JTPharma Biotin B Zinc Selenio para Perro y Gato - 60 u.,20.99 €,https://www.petsonic.com/15539-large_default/biotin-b-zinc-selenio-para-perro-gato.jpg
 Stangest Aceite KrillVet para Perro y Gato - 60 u.,21.99 €,https://www.petsonic.com/28835-large_default/aceite-krillvet-para-perro.jpg
 Stangest Aceite KrillVet para Perro y Gato - 120 u.,38.99 €,https://www.petsonic.com/28835-large_default/aceite-krillvet-para-perro.jpg
 Atopivet suspension oral perros y gatos - 120 ml,18.95 €,https://www.petsonic.com/28439-large_default/atopivet-suspension-oral-perros-y-gatos.jpg
 farmadiet Dermadiet para Perro - 60 u.,16.25 €,https://www.petsonic.com/37270-large_default/farmadiet-dermadiet-para-perros.jpg
 Urano Vet Vexoderm Apositos Cicatrizantes para Perro y Gato - 9x4 cm,23.95 €,https://www.petsonic.com/15673-large_default/vexoderm-apositos-cicatrizantes-para-perro-gato.jpg
 Urano Vet Vexoderm Apositos Cicatrizantes para Perro y Gato - 10x7 cm,31.75 €,https://www.petsonic.com/15673-large_default/vexoderm-apositos-cicatrizantes-para-perro-gato.jpg
 vetplus Coatex Gel para Perro y Gato - 65 ml,27.99 €,https://www.petsonic.com/37081-large_default/coatex-gel-para-perro-gato.jpg
 vetplus Coatex Gel para Perro y Gato - 150 ml,42.99 €,https://www.petsonic.com/37081-large_default/coatex-gel-para-perro-gato.jpg
 farmadiet Gel Cicatrizante Aloevet para Perro y Gato - 50 ml,11.25 €,https://www.petsonic.com/24135-large_default/gel-cicatrizante-aloevet-para-perro-gato.jpg
 Fatro CLX Champú 4% para Perro y Gato - 0.200 L,20.99 €,https://www.petsonic.com/15081-large_default/clx-champu-4-para-perro-gato.jpg
 Ceva Douxo Pyo Champú para Perro - 0.200 L,21.95 €,https://www.petsonic.com/22561-large_default/ceva-douxo-pyo-champu-para-perro.jpg
 Vetnova Cutania Glyco Zoo Champú para Perro - 236 ml,23.50 €,https://www.petsonic.com/36976-large_default/cutania-glyco-zoo-champu-para-perro.jpg
 Vetnova Cutania Zn Gel para Perro y Gato - 59 ml,21.99 €,https://www.petsonic.com/36972-large_default/vetnova-cutania-zn-gel-gato-para-perros-gatos.jpg
 Stangest Dermovital Champú Calmante para Perro y/o Gato - 0.250 L,9.99 €,https://www.petsonic.com/40332-large_default/stanvet-dermovital-champu-calmante-para-perro-yo-gato.jpg
 Fatro Vetramil Spray Cicatrizante para Pero y Gato - 100 ml,21.95 €,https://www.petsonic.com/15106-large_default/vetramil-spray-cicatrizante-para-pero-gato.jpg
 Stangest Dermovital Zinc para Perro y Gato - 60 u.,13.95 €,https://www.petsonic.com/28841-large_default/dermovital-zinc-para-perro-gato.jpg
 Zincoseb Spray perros y gatos - 200 ml,21.99 €,https://www.petsonic.com/27058-large_default/zincoseb-spray-perros-y-gatos.jpg
 vetplus Coatex Champú - 0.250 L,18.99 €,https://www.petsonic.com/14222-large_default/vetplus-coatex-champu-para-perros.jpg
 vetplus Coatex Champú - 0.500 L,28.99 €,https://www.petsonic.com/14222-large_default/vetplus-coatex-champu-para-perros.jpg
 Champú para perros Advance Veterinary Diets ATOPIC CARE - 0.300 L,15.99 €,https://www.petsonic.com/14213-large_default/advance-veterinary-diets-champu-atopic-care-para-perros.jpg
 Stangest Dermovital Champú M-Derm Antiséptico para Perro y/o Gato - 0.250 L,9.50 €,https://www.petsonic.com/40335-large_default/stanvet-dermovital-champu-antiseptico-para-perro-yo-gato.jpg
 Ceva Douxo Seb Champú para Perro - 0.200 L,21.95 €,https://www.petsonic.com/41162-large_default/ceva-douxo-seb-champu-para-perro.jpg
 Stangest Champú Antiseborrea Dermosel para perro y Gato - 250 ml,9.99 €,https://www.petsonic.com/40334-large_default/champu-antiseborrea-dermosel-para-perro-gato.jpg
 Virbac Sebomild Champú para perro y gato con pieles sensibles - 200 ml,18.99 €,https://www.petsonic.com/40084-large_default/virbac-sebomild-champu-200ml-para-perros.jpg
 Champú Virbac Allercalm piel sensible y seca - 0.250 L,18.99 €,https://www.petsonic.com/40085-large_default/virbac-allercalm-plus-250ml-para-perros.jpg
 Virbac Champú Fisiológico para Perros y Gatos - 0.200 L,11.99 €,https://www.petsonic.com/14216-large_default/virbac-champu-fisiologico-para-perros.jpg
 Ceva Douxo Calm Mousse para Perro - 0.150 L,23.95 €,https://www.petsonic.com/20639-large_default/ceva-douxo-calm-mousse-para-perro.jpg
 Ceva Douxo Pyo Mousse para Perro - 150 ml,23.50 €,https://www.petsonic.com/20640-large_default/ceva-douxo-pyo-mousse-para-perro.jpg
 Ceva Douxo Seb Mousse para Perro - 150 ml,23.50 €,https://www.petsonic.com/24256-large_default/ceva-douxo-seb-mousse-para-perro.jpg
 Stangest Biotin B Complex para Perro y Gato - 100 u..,13.95 €,https://www.petsonic.com/28774-large_default/biotin-b-complex-para-perro-gato.jpg
 Stangest Biotin B Complex para Perro y Gato - 300 u.,36.25 €,https://www.petsonic.com/28774-large_default/biotin-b-complex-para-perro-gato.jpg
 Stangest Espiruvet para Perro y Gato - 250 u.,15.50 €,https://www.petsonic.com/28842-large_default/espiruvet-para-perro-gato.jpg
 Stangest Espiruvet para Perro y Gato - 750 u.,39.25 €,https://www.petsonic.com/28842-large_default/espiruvet-para-perro-gato.jpg
 Stangest CicaVet para Perro y Gato - 0.500 L,19.99 €,https://www.petsonic.com/28781-large_default/stanvet-cicavet-gato-para-perros-gatos.jpg
 Stangest CicaVet para Perro y Gato - 125 ml,8.95 €,https://www.petsonic.com/28781-large_default/stanvet-cicavet-gato-para-perros-gatos.jpg
 Vetnova Cutania Skin Control Toallitas para Perro y Gato - 24 Unidades.,11.99 €,https://www.petsonic.com/16823-large_default/cutania-skin-control-toallitas-para-perro-y-gato.jpg
 Vetnova Cutania Gly Coat Champú para Perro y Gato - 355 ml,24.99 €,https://www.petsonic.com/36977-large_default/cutania-gly-coat-champu-para-perro-gato.jpg
 Vetnova Cutanina Hair Control Total Care para Perro y Gato - 120 ml,23.50 €,https://www.petsonic.com/36974-large_default/cutanina-hair-control-total-care-per-cnae-gatto-per-cani-gatti.jpg
 Vetnova Cutania Zn Spray para Perro y Gato - 59 ml,20.99 €,https://www.petsonic.com/36973-large_default/cutania-zn-spray-para-perro-gato.jpg
 Dechra Spray Desinfectante Antisept para Perro y Gato - 100 ml,9.99 €,https://www.petsonic.com/36893-large_default/spray-desinfectante-antisept-para-perro-gato.jpg
 Fatro CLX Solucion Spray 4% para Perro y Gato - 0.200 L,22.99 €,https://www.petsonic.com/15083-large_default/clx-solucion-spray-4-para-perro-gato.jpg
 Fatro CLX Derm Spot Gel para Perro y Gato - 0.100 L,16.99 €,https://www.petsonic.com/36859-large_default/clx-derm-spot-gel-para-perro-gatto.jpg
 Fatro Zincoseb Champú para Perro y Gato - 0.250 L,23.99 €,https://www.petsonic.com/17872-large_default/zincoseb-champu-para-perro-gato.jpg
 Urano Vet U*Derm Omega Gel para Perro y Gato - 50 Gr.,18.99 €,https://www.petsonic.com/15674-large_default/u-derm-omega-gel-para-perro-gato.jpg
 Hifarmax Omnicutis cápsulas para perros y gatos salud de la piel y el pelo - 30 u.,15.99 €,https://www.petsonic.com/20602-large_default/omnicutis-para-perros-gatos-salud-piel-pelo.jpg
 Hifarmax Omnicutis cápsulas para perros y gatos salud de la piel y el pelo - 150 u.,61.99 €,https://www.petsonic.com/20602-large_default/omnicutis-para-perros-gatos-salud-piel-pelo.jpg
 Hifarmax Omnicutis cápsulas para perros y gatos salud de la piel y el pelo - 600 u.,219.99 €,https://www.petsonic.com/20602-large_default/omnicutis-para-perros-gatos-salud-piel-pelo.jpg
 Hifarmax Omnicutis líquido para perros y gatos salud de la piel y el pelo - 200 ml,29.99 €,https://www.petsonic.com/20606-large_default/omnicutis-liquido-para-perros-gatos-salud-piel-pelo.jpg
 Leti Champú dermatológico uso frecuente Con Extracto de Granada para Perro - 0.500 L,20.99 €,https://www.petsonic.com/23735-large_default/champu-dermatologico-extracto-granada-para-perros.jpg
 Leti Loción Dermatológica Extracto de Granada para Perro - 0.200 L,20.99 €,https://www.petsonic.com/14211-large_default/locion-dermatologica-extracto-granada-para-perros.jpg
 Fatro CLX Toallitas para Perro y Gato - 40 Unidades.,25.99 €,https://www.petsonic.com/36860-large_default/clx-toallitas-para-perro-gato.jpg
 Fatro Vetramil Apósitos Cicatrizantes para Perro y Gato - 5 Unidades.,20.99 €,https://www.petsonic.com/36846-large_default/vetramil-apositos-cicatrizantes-para-perro-gato.jpg
 Linksin Spray perros y gatos - 200 ml,25.95 €,https://www.petsonic.com/28701-large_default/linksin-spray-perros-y-gatos.jpg
 Dermoscent Essential 6 Champú Seborregulador Perro Gato 200 ml - 1 Unidad.,15.99 €,https://www.petsonic.com/36235-large_default/dermoscent-essential-6-champu-seborregulador-perro-gato-200-ml.jpg
 Dermoscent Sunfree Protector Solar en Crema para Perro-Gato 30 ml - 1 Unidad.,15.99 €,https://www.petsonic.com/36236-large_default/dermoscent-sunfree-protector-solar-en-crema-para-perro-gato-30-ml.jpg
 Douxo S3 Pyo 30 Discos Limpiadores para Perro-Gato - 1 Unidad.,14.20 €,https://www.petsonic.com/36237-large_default/douxo-s3-pyo-30-discos-limpiadores-para-perro-gato.jpg
 Menforsan Protector solar para perros factor 30 - 50 ml,16.95 €,https://www.petsonic.com/28231-large_default/menforsan-protector-solar-para-perros-factor-30.jpg
 Hifarmax Omnicutis Atopicalm Para Perros Y Gatos Salud De La Piel Y El Pelo - 30 u.,14.99 €,https://www.petsonic.com/22573-large_default/hifarmax-omnicutis-atopicalm-para-perros-y-gatos-salud-de-la-piel-y-el-pelo.jpg
 Hifarmax Omnicutis Atopicalm Para Perros Y Gatos Salud De La Piel Y El Pelo - 200 u.,83.99 €,https://www.petsonic.com/22573-large_default/hifarmax-omnicutis-atopicalm-para-perros-y-gatos-salud-de-la-piel-y-el-pelo.jpg
 Virbac Dog Cat Champu Allerderm Espuma 100 ml - 100 ml,9.99 €,https://www.petsonic.com/36908-large_default/virbac-dog-cat-champu-allerderm-espuma-100-ml.jpg
 Leticaderm loción para perros con pieles atopicas - 200 ml,22.99 €,https://www.petsonic.com/37202-large_default/leticaderm-locion-para-perros-con-pieles-atopicas.jpg
 Leticaderm Champu para perros con pieles atopicas - 200 ml,19.99 €,https://www.petsonic.com/37203-large_default/leticaderm-champu-para-perros-con-pieles-atopicas.jpg
 Fatro Ermidrá Champú para Perro y Gato - 0.250 L,17.50 €,https://www.petsonic.com/36853-large_default/emidra-champu-para-perro-gato.jpg
 Virbac Allermy Champú para perro y gato con pieles sensibles - 200 ml,18.99 €,https://www.petsonic.com/40083-large_default/virbac-allermyl-champu-200ml-para-perros.jpg
 Virbac Allerderm Pipetas Dermatologicas para perros y gatos - 6 Pipetas - 2 ml,22.99 €,https://www.petsonic.com/40086-large_default/virbac-allerdem-pipetas-dermatologicas-para-perros-gatos.jpg
 Virbac Allerderm Pipetas Dermatologicas para perros y gatos - 6 Pipetas - 4 ml,27.99 €,https://www.petsonic.com/40086-large_default/virbac-allerdem-pipetas-dermatologicas-para-perros-gatos.jpg
 Fatro CLX Espuma 4% para Perro y Gato - 0.100 L,17.50 €,https://www.petsonic.com/15082-large_default/clx-espuma-4-para-perro-gato.jpg
 Ceva Douxo Calm Serum para Perro - 60 ml,19.95 €,https://www.petsonic.com/11614-large_default/ceva-douxo-calm-serum-para-perro.jpg
 Vetnova Cutania Glyco Benz Champú para Perro y Gato - 236 ml,41.95 €,https://www.petsonic.com/36975-large_default/cutania-glyco-benz-champu-para-perro-gato.jpg
 Calier Adoderm para Perro y Gato - 25 Unidades,11.95 €,https://www.petsonic.com/36918-large_default/adoderm-para-perro-gato.jpg
 Linkskin Apoyo Función Dermica para Perro-Gato 1500 mg 32 comprimidos - 1 Unidad.,25.99 €,https://www.petsonic.com/36245-large_default/linkskin-apoyo-funcion-dermica-para-perro-gato-1500-mg-32-comprimidos.jpg
 Urano Uderm Omega para Perro-Gato 40 cápsulas - 1 Unidad.,19.50 €,https://www.petsonic.com/36257-large_default/urano-uderm-omega-para-perro-gato-40-capsulas.jpg
 Crema dermatológica con extracto de Granada para perros. - 50 ml,15.99 €,https://www.petsonic.com/25138-large_default/crema-dermatologica-con-extracto-de-granada-para-perros.jpg
